id,year,date,winner,result,win_by_runs,win_by_wickets,player_of_match,team1,team2,toss_winner,toss_decision,umpire1,umpire2,venue
1060,2011,2011-02-03,Pakistan,normal,41,,Ahmed Shehzad,New Zealand,Pakistan,New Zealand,field,SJ Davis,AL Hill,Seddon Park
1061,2011,2011-02-05,New Zealand,normal,57,,JD Ryder,New Zealand,Pakistan,Pakistan,field,SJ Davis,AL Hill,Eden Park
1062,2011,2011-06-28,England,normal,110,,JM Anderson,England,Sri Lanka,Sri Lanka,field,BF Bowden,RK Illingworth,Kennington Oval
1063,2011,2011-07-01,Sri Lanka,normal,69,,DPMD Jayawardene,England,Sri Lanka,England,field,BF Bowden,RA Kettleborough,Headingley
1064,2011,2011-07-03,Sri Lanka,normal,,6,LD Chandimal,England,Sri Lanka,England,bat,BF Bowden,NJ Llong,Lord's
1065,2011,2011-07-06,England,normal,,10,AN Cook,England,Sri Lanka,England,field,BF Bowden,RK Illingworth,Trent Bridge
1066,2011,2011-07-09,England,normal,16,,IJL Trott,England,Sri Lanka,England,bat,BF Bowden,NJ Llong,Old Trafford
1067,2011,2011-09-03,NA,no result,,,NA,England,India,England,field,BR Doctrove,RK Illingworth,Riverside Ground
1068,2011,2011-09-06,England,normal,,7,AN Cook,England,India,England,field,RJ Bailey,BR Doctrove,The Rose Bowl
1069,2011,2011-09-09,England,normal,,3,RA Jadeja,England,India,England,field,M Erasmus,NJ Llong,Kennington Oval
1070,2011,2011-09-11,NA,tie,,,RS Bopara,England,India,England,field,M Erasmus,RK Illingworth,Lord's
1071,2011,2011-09-16,England,normal,,6,JM Bairstow,England,India,England,field,BR Doctrove,NJ Llong,Sophia Gardens
1072,2010,2010-10-05,Bangladesh,normal,9,,Shakib Al Hasan,Bangladesh,New Zealand,Bangladesh,bat,Enamul Haque,SK Tarapore,Shere Bangla National Stadium
1073,2010,2010-10-11,Bangladesh,normal,,7,Suhrawadi Shuvo,Bangladesh,New Zealand,Bangladesh,field,Aleem Dar,Nadir Shah,Shere Bangla National Stadium
1074,2010,2010-10-14,Bangladesh,normal,9,,Shakib Al Hasan,Bangladesh,New Zealand,New Zealand,field,Aleem Dar,Sharfuddoula,Shere Bangla National Stadium
1075,2010,2010-10-17,Bangladesh,normal,3,,Rubel Hossain,Bangladesh,New Zealand,Bangladesh,bat,Aleem Dar,Nadir Shah,Shere Bangla National Stadium
1076,2011,2011-08-25,England,normal,11,,EJG Morgan,Ireland,England,Ireland,field,SJ Davis,M Hawthorne,Clontarf Cricket Club Ground
1077,2010,2010-12-01,Zimbabwe,normal,9,,CB Mpofu,Bangladesh,Zimbabwe,Bangladesh,field,EAR de Silva,Enamul Haque,Shere Bangla National Stadium
1078,2010,2010-12-03,Bangladesh,normal,,6,Abdur Razzak,Bangladesh,Zimbabwe,Bangladesh,field,EAR de Silva,Enamul Haque,Shere Bangla National Stadium
1079,2010,2010-12-06,Bangladesh,normal,65,,Abdur Razzak,Bangladesh,Zimbabwe,Zimbabwe,field,EAR de Silva,Sharfuddoula,Shere Bangla National Stadium
1080,2010,2010-12-12,Bangladesh,normal,,6,Tamim Iqbal,Bangladesh,Zimbabwe,Zimbabwe,bat,EAR de Silva,Nadir Shah,Zahur Ahmed Chowdhury Stadium
1081,2011,2011-04-23,Pakistan,normal,,8,Mohammad Hafeez,West Indies,Pakistan,West Indies,bat,EAR de Silva,NA Malcolm,"Beausejour Stadium, Gros Islet"
1082,2011,2011-04-25,Pakistan,normal,,7,Ahmed Shehzad,West Indies,Pakistan,Pakistan,field,EAR de Silva,NA Malcolm,"Beausejour Stadium, Gros Islet"
1083,2011,2011-04-28,Pakistan,normal,,3,Misbah-ul-Haq,West Indies,Pakistan,Pakistan,field,EAR de Silva,PJ Nero,"Kensington Oval, Bridgetown"
1084,2011,2011-05-02,West Indies,normal,1,,Mohammad Hafeez,West Indies,Pakistan,West Indies,field,EAR de Silva,PJ Nero,"Kensington Oval, Bridgetown"
1085,2011,2011-05-05,West Indies,normal,,10,LMP Simmons,West Indies,Pakistan,Pakistan,bat,EAR de Silva,NA Malcolm,Providence Stadium
1086,2011,2011-06-06,India,normal,,4,RG Sharma,West Indies,India,West Indies,bat,IJ Gould,PJ Nero,"Queen's Park Oval, Port of Spain"
1087,2011,2011-06-08,India,normal,,7,V Kohli,West Indies,India,India,field,IJ Gould,PJ Nero,"Queen's Park Oval, Port of Spain"
695,2008,2008-02-15,England,normal,,6,PD Collingwood,New Zealand,England,England,field,Asad Rauf,GAV Baxter,Eden Park
1089,2011,2011-06-13,West Indies,normal,103,,A Martin,West Indies,India,India,field,IJ Gould,NA Malcolm,"Sir Vivian Richards Stadium, North Sound"
1090,2011,2011-06-16,West Indies,normal,,7,AD Russell,West Indies,India,West Indies,field,IJ Gould,JS Wilson,"Sabina Park, Kingston"
1091,2011,2011-04-09,Australia,normal,60,,MJ Clarke,Bangladesh,Australia,Bangladesh,field,JD Cloete,Nadir Shah,Shere Bangla National Stadium
1092,2011,2011-04-11,Australia,normal,,9,SR Watson,Bangladesh,Australia,Bangladesh,bat,JD Cloete,Sharfuddoula,Shere Bangla National Stadium
1093,2011,2011-04-13,Australia,normal,66,,MEK Hussey,Bangladesh,Australia,Australia,bat,JD Cloete,Enamul Haque,Shere Bangla National Stadium
1094,2011,2011-06-29,Scotland,normal,,5,NA,Scotland,Netherlands,Scotland,field,NG Bagh,PJ Nero,Mannofield Park
1095,2011,2011-10-19,Australia,normal,93,,RT Ponting,South Africa,Australia,South Africa,field,JD Cloete,IJ Gould,SuperSport Park
1096,2011,2011-10-23,South Africa,normal,80,,M Morkel,South Africa,Australia,South Africa,bat,S George,RA Kettleborough,St George's Park
1097,2011,2011-10-28,Australia,normal,,3,SR Watson,South Africa,Australia,South Africa,bat,JD Cloete,IJ Gould,Kingsmead
1098,2012,2012-01-11,South Africa,normal,258,,M Morkel,South Africa,Sri Lanka,South Africa,bat,BR Doctrove,M Erasmus,Boland Park
1099,2012,2012-01-14,South Africa,normal,,5,JP Duminy,South Africa,Sri Lanka,South Africa,field,BR Doctrove,S George,Buffalo Park
1100,2012,2012-01-17,South Africa,normal,4,,F du Plessis,South Africa,Sri Lanka,Sri Lanka,bat,JD Cloete,NJ Llong,Chevrolet Park
1101,2012,2012-01-20,Sri Lanka,normal,,5,NLTC Perera,South Africa,Sri Lanka,South Africa,bat,JD Cloete,BR Doctrove,De Beers Diamond Oval
1102,2012,2012-01-22,Sri Lanka,normal,,2,KC Sangakkara,South Africa,Sri Lanka,Sri Lanka,field,M Erasmus,NJ Llong,New Wanderers Stadium
1103,2011,2011-08-10,Australia,normal,,7,MG Johnson,Sri Lanka,Australia,Sri Lanka,bat,EAR de Silva,AL Hill,Pallekele International Cricket Stadium
1104,2011,2011-08-14,Australia,normal,,8,RT Ponting,Sri Lanka,Australia,Sri Lanka,bat,AL Hill,RSA Palliyaguruge,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
1105,2011,2011-08-16,Sri Lanka,normal,78,,WU Tharanga,Sri Lanka,Australia,Australia,field,Asad Rauf,REJ Martinesz,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
1106,2011,2011-08-20,Australia,normal,,5,XJ Doherty,Sri Lanka,Australia,Sri Lanka,bat,EAR de Silva,AL Hill,R Premadasa Stadium
1107,2011,2011-08-22,Sri Lanka,normal,,4,SL Malinga,Sri Lanka,Australia,Sri Lanka,field,Asad Rauf,REJ Martinesz,R Premadasa Stadium
1108,2012,2012-02-05,Australia,normal,65,,MS Wade,Australia,India,India,field,NJ Llong,BNJ Oxenford,Melbourne Cricket Ground
1109,2012,2012-02-08,India,normal,,4,R Ashwin,India,Sri Lanka,Sri Lanka,bat,NJ Llong,PR Reiffel,Western Australia Cricket Association Ground
1110,2012,2012-02-10,Australia,normal,5,,MJ Clarke,Australia,Sri Lanka,Sri Lanka,field,NJ Llong,BNJ Oxenford,Western Australia Cricket Association Ground
1111,2012,2012-02-12,India,normal,,4,G Gambhir,Australia,India,Australia,bat,NJ Llong,PR Reiffel,Adelaide Oval
1112,2012,2012-02-14,NA,tie,,,MS Dhoni,India,Sri Lanka,Sri Lanka,bat,SD Fry,NJ Llong,Adelaide Oval
1113,2012,2012-02-17,Sri Lanka,normal,,8,NLTC Perera,Australia,Sri Lanka,Australia,bat,BF Bowden,SD Fry,Sydney Cricket Ground
1114,2012,2012-02-19,Australia,normal,110,,BW Hilfenhaus,Australia,India,Australia,bat,BF Bowden,SJ Davis,"Brisbane Cricket Ground, Woolloongabba"
1115,2012,2012-02-21,Sri Lanka,normal,51,,KMDN Kulasekara,India,Sri Lanka,Sri Lanka,bat,BF Bowden,PR Reiffel,"Brisbane Cricket Ground, Woolloongabba"
1116,2012,2012-02-24,Sri Lanka,normal,,3,DPMD Jayawardene,Australia,Sri Lanka,Australia,bat,BF Bowden,BNJ Oxenford,Bellerive Oval
1117,2012,2012-02-26,Australia,normal,87,,DA Warner,Australia,India,Australia,bat,BF Bowden,SJA Taufel,Sydney Cricket Ground
1118,2012,2012-02-28,India,normal,,7,V Kohli,India,Sri Lanka,India,field,Asad Rauf,SJA Taufel,Bellerive Oval
1119,2012,2012-03-02,Sri Lanka,normal,9,,LD Chandimal,Australia,Sri Lanka,Sri Lanka,bat,Asad Rauf,RJ Tucker,Melbourne Cricket Ground
1120,2012,2012-03-04,Australia,normal,15,,DA Warner,Australia,Sri Lanka,Australia,bat,Asad Rauf,PR Reiffel,"Brisbane Cricket Ground, Woolloongabba"
1121,2012,2012-03-06,Sri Lanka,normal,,8,TM Dilshan,Australia,Sri Lanka,Australia,bat,Asad Rauf,BNJ Oxenford,Adelaide Oval
1122,2012,2012-03-08,Australia,normal,16,,CJ McKay,Australia,Sri Lanka,Sri Lanka,field,Asad Rauf,BNJ Oxenford,Adelaide Oval
1123,2012,2012-02-03,New Zealand,normal,90,,MJ Guptill,New Zealand,Zimbabwe,Zimbabwe,field,Enamul Haque,CB Gaffaney,University Oval
1124,2012,2012-02-06,New Zealand,normal,141,,RJ Nicol,New Zealand,Zimbabwe,Zimbabwe,field,AL Hill,RJ Tucker,Cobham Oval (New)
1125,2012,2012-02-09,New Zealand,normal,202,,BB McCullum,New Zealand,Zimbabwe,New Zealand,bat,GAV Baxter,Enamul Haque,McLean Park
1126,2012,2012-02-25,South Africa,normal,,6,AB de Villiers,New Zealand,South Africa,New Zealand,bat,CB Gaffaney,RK Illingworth,Westpac Stadium
1127,2012,2012-02-29,South Africa,normal,,6,M Morkel,New Zealand,South Africa,South Africa,field,Aleem Dar,GAV Baxter,McLean Park
1128,2012,2012-03-03,South Africa,normal,,5,M de Lange,New Zealand,South Africa,South Africa,field,CB Gaffaney,RK Illingworth,Eden Park
1129,2011,2011-10-14,India,normal,126,,MS Dhoni,India,England,India,bat,BF Bowden,SK Tarapore,"Rajiv Gandhi International Stadium, Uppal"
1130,2011,2011-10-17,India,normal,,8,V Kohli,India,England,England,bat,BF Bowden,SK Tarapore,Feroz Shah Kotla
1131,2011,2011-10-20,India,normal,,5,AM Rahane,India,England,England,bat,S Asnani,BF Bowden,"Punjab Cricket Association Stadium, Mohali"
1132,2011,2011-10-23,India,normal,,6,SK Raina,India,England,England,bat,S Asnani,BF Bowden,Wankhede Stadium
1133,2011,2011-10-25,India,normal,95,,RA Jadeja,India,England,England,field,S Asnani,BF Bowden,Eden Gardens
1134,2011,2011-08-12,Zimbabwe,normal,,4,BV Vitori,Zimbabwe,Bangladesh,Zimbabwe,field,HDPK Dharmasena,RB Tiffin,Harare Sports Club
1135,2011,2011-08-14,Zimbabwe,normal,,7,BV Vitori,Zimbabwe,Bangladesh,Zimbabwe,field,HDPK Dharmasena,RB Tiffin,Harare Sports Club
1136,2011,2011-08-16,Zimbabwe,normal,5,,Mushfiqur Rahim,Zimbabwe,Bangladesh,Bangladesh,field,HDPK Dharmasena,RB Tiffin,Harare Sports Club
1137,2011,2011-08-19,Bangladesh,normal,,6,Rubel Hossain,Zimbabwe,Bangladesh,Bangladesh,field,O Chirombe,HDPK Dharmasena,Queens Sports Club
1138,2011,2011-08-21,Bangladesh,normal,93,,Shakib Al Hasan,Zimbabwe,Bangladesh,Zimbabwe,field,O Chirombe,HDPK Dharmasena,Queens Sports Club
1139,2011,2011-09-08,Pakistan,normal,5,,Younis Khan,Zimbabwe,Pakistan,Pakistan,bat,O Chirombe,IJ Gould,Queens Sports Club
1140,2011,2011-09-11,Pakistan,normal,,10,Mohammad Hafeez,Zimbabwe,Pakistan,Zimbabwe,bat,IJ Gould,RB Tiffin,Harare Sports Club
1141,2011,2011-09-14,Pakistan,normal,28,,Aizaz Cheema,Zimbabwe,Pakistan,Zimbabwe,field,IJ Gould,RB Tiffin,Harare Sports Club
1142,2011,2011-09-19,Ireland,normal,133,,NA,Ireland,Canada,Canada,field,NG Bagh,M Hawthorne,Clontarf Cricket Club Ground
1143,2011,2011-09-20,Ireland,normal,56,,NA,Ireland,Canada,Ireland,bat,NG Bagh,M Hawthorne,Clontarf Cricket Club Ground
1144,2011,2011-10-20,New Zealand,normal,,9,RJ Nicol,Zimbabwe,New Zealand,Zimbabwe,bat,BNJ Oxenford,RB Tiffin,Harare Sports Club
1145,2011,2011-10-22,New Zealand,normal,,4,MJ Guptill,Zimbabwe,New Zealand,New Zealand,field,O Chirombe,BNJ Oxenford,Harare Sports Club
1146,2011,2011-10-25,Zimbabwe,normal,,1,MN Waller,Zimbabwe,New Zealand,New Zealand,bat,O Chirombe,BNJ Oxenford,Queens Sports Club
1147,2011,2011-10-21,England,normal,62,,LS Greenway,South Africa,England,South Africa,field,LB Gcuma,CD Isaacs,Senwes Park
1148,2011,2011-10-23,England,normal,96,,CM Edwards,South Africa,England,South Africa,field,R Ellis,LB Gcuma,Senwes Park
1149,2011,2011-10-25,England,normal,,5,HC Knight,South Africa,England,England,field,LB Gcuma,CD Isaacs,Senwes Park
1150,2011,2011-11-11,Pakistan,normal,,8,Shahid Afridi,Pakistan,Sri Lanka,Sri Lanka,bat,Ahsan Raza,M Erasmus,Dubai International Cricket Stadium
1151,2011,2011-11-14,Sri Lanka,normal,25,,SL Malinga,Pakistan,Sri Lanka,Sri Lanka,bat,RK Illingworth,Zameer Haider,Dubai International Cricket Stadium
1152,2011,2011-11-18,Pakistan,normal,21,,Mohammad Hafeez,Pakistan,Sri Lanka,Pakistan,bat,Ahsan Raza,M Erasmus,Dubai International Cricket Stadium
1153,2011,2011-11-20,Pakistan,normal,26,,Shahid Afridi,Pakistan,Sri Lanka,Pakistan,bat,RK Illingworth,Zameer Haider,Sharjah Cricket Stadium
1154,2011,2011-11-23,Pakistan,normal,,3,Umar Akmal,Pakistan,Sri Lanka,Sri Lanka,bat,Ahsan Raza,M Erasmus,Sheikh Zayed Stadium
1155,2012,2012-02-13,England,normal,130,,AN Cook,England,Pakistan,England,bat,Ahsan Raza,SJA Taufel,Sheikh Zayed Stadium
1156,2012,2012-02-15,England,normal,20,,AN Cook,England,Pakistan,England,bat,Aleem Dar,HDPK Dharmasena,Sheikh Zayed Stadium
1157,2012,2012-02-18,England,normal,,9,KP Pietersen,England,Pakistan,Pakistan,bat,Aleem Dar,SJA Taufel,Dubai International Cricket Stadium
1158,2012,2012-02-21,England,normal,,4,KP Pietersen,England,Pakistan,Pakistan,bat,HDPK Dharmasena,Zameer Haider,Dubai International Cricket Stadium
1159,2011,2011-10-13,West Indies,normal,40,,LMP Simmons,Bangladesh,West Indies,Bangladesh,field,Enamul Haque,PR Reiffel,Shere Bangla National Stadium
1160,2011,2011-10-15,West Indies,normal,,8,MN Samuels,Bangladesh,West Indies,Bangladesh,bat,Nadir Shah,PR Reiffel,Shere Bangla National Stadium
1161,2011,2011-10-18,Bangladesh,normal,,8,Shakib Al Hasan,Bangladesh,West Indies,Bangladesh,field,Enamul Haque,PR Reiffel,Zahur Ahmed Chowdhury Stadium
1162,2012,2012-06-16,England,normal,114,,IR Bell,England,West Indies,West Indies,field,HDPK Dharmasena,RA Kettleborough,The Rose Bowl
1163,2012,2012-06-19,England,normal,,8,AN Cook,England,West Indies,England,field,RJ Bailey,AL Hill,Kennington Oval
1164,2012,2012-06-23,NA,no result,,,NA,Ireland,Australia,Australia,field,M Hawthorne,RA Kettleborough,"Civil Service Cricket Club, Stormont"
1165,2012,2012-06-29,England,normal,15,,EJG Morgan,England,Australia,Australia,field,Aleem Dar,RA Kettleborough,Lord's
1166,2012,2012-07-01,England,normal,,6,RS Bopara,England,Australia,Australia,bat,M Erasmus,RK Illingworth,Kennington Oval
1167,2012,2012-07-07,England,normal,,8,ST Finn,England,Australia,England,field,M Erasmus,NJ Llong,Riverside Ground
1169,2012,2012-08-24,NA,no result,,,NA,England,South Africa,South Africa,field,HDPK Dharmasena,RA Kettleborough,Sophia Gardens
1168,2012,2012-07-10,England,normal,,7,RS Bopara,England,Australia,England,field,Aleem Dar,IJ Gould,Old Trafford
1171,2012,2012-08-31,England,normal,,4,EJG Morgan,England,South Africa,South Africa,bat,HDPK Dharmasena,RA Kettleborough,Kennington Oval
1170,2012,2012-08-28,South Africa,normal,80,,HM Amla,England,South Africa,South Africa,bat,RJ Bailey,SJA Taufel,The Rose Bowl
1173,2012,2012-09-05,South Africa,normal,,7,HM Amla,England,South Africa,England,bat,HDPK Dharmasena,RK Illingworth,Trent Bridge
1172,2012,2012-09-02,England,normal,,6,IR Bell,England,South Africa,England,field,RK Illingworth,SJA Taufel,Lord's
1174,2012,2012-03-11,Pakistan,normal,21,,Mohammad Hafeez,Bangladesh,Pakistan,Bangladesh,field,IJ Gould,PR Reiffel,Shere Bangla National Stadium
1175,2012,2012-03-13,India,normal,50,,V Kohli,India,Sri Lanka,Sri Lanka,field,SJ Davis,IJ Gould,Shere Bangla National Stadium
1176,2012,2012-03-15,Pakistan,normal,,6,Aizaz Cheema,Pakistan,Sri Lanka,Sri Lanka,bat,SJ Davis,PR Reiffel,Shere Bangla National Stadium
186,2019,2019-01-25,South Africa,normal,13,,RR Hendricks,South Africa,Pakistan,Pakistan,bat,AT Holdstock,GO Brathwaite,SuperSport Park
1179,2012,2012-03-20,Bangladesh,normal,,5,Shakib Al Hasan,Bangladesh,Sri Lanka,Bangladesh,field,SJ Davis,PR Reiffel,Shere Bangla National Stadium
1178,2012,2012-03-18,India,normal,,6,V Kohli,India,Pakistan,Pakistan,bat,SJ Davis,IJ Gould,Shere Bangla National Stadium
1180,2012,2012-03-22,Pakistan,normal,2,,Shahid Afridi,Bangladesh,Pakistan,Bangladesh,field,SJ Davis,IJ Gould,Shere Bangla National Stadium
1181,2011,2011-11-29,India,normal,,1,RG Sharma,India,West Indies,India,field,AL Hill,SK Tarapore,Barabati Stadium
1182,2011,2011-12-02,India,normal,,5,V Kohli,India,West Indies,India,field,AL Hill,S Ravi,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
1183,2011,2011-12-05,West Indies,normal,16,,R Rampaul,India,West Indies,India,field,S Asnani,AL Hill,"Sardar Patel Stadium, Motera"
1184,2011,2011-12-08,India,normal,153,,V Sehwag,India,West Indies,India,bat,AL Hill,S Ravi,Holkar Cricket Stadium
1185,2011,2011-12-11,India,normal,34,,MK Tiwary,India,West Indies,India,bat,S Asnani,AL Hill,"MA Chidambaram Stadium, Chepauk"
1187,2011,2011-12-03,Pakistan,normal,76,,Nasir Hossain,Bangladesh,Pakistan,Pakistan,bat,JD Cloete,Nadir Shah,Shere Bangla National Stadium
1088,2011,2011-06-11,India,normal,,3,AD Russell,West Indies,India,India,field,IJ Gould,NA Malcolm,"Sir Vivian Richards Stadium, North Sound"
1188,2011,2011-12-06,Pakistan,normal,58,,Umar Akmal,Bangladesh,Pakistan,Pakistan,bat,JD Cloete,Enamul Haque,Zahur Ahmed Chowdhury Stadium
1189,2012,2012-03-16,Australia,normal,64,,GJ Bailey,West Indies,Australia,Australia,bat,HDPK Dharmasena,PJ Nero,"Arnos Vale Ground, Kingstown"
1191,2012,2012-03-20,NA,tie,,,MEK Hussey,West Indies,Australia,Australia,bat,HDPK Dharmasena,PJ Nero,"Arnos Vale Ground, Kingstown"
1190,2012,2012-03-18,West Indies,normal,,5,SP Narine,West Indies,Australia,West Indies,field,GO Brathwaite,SK Tarapore,"Arnos Vale Ground, Kingstown"
1193,2012,2012-03-25,Australia,normal,30,,DJG Sammy,West Indies,Australia,West Indies,field,HDPK Dharmasena,PJ Nero,"Beausejour Stadium, Gros Islet"
1192,2012,2012-03-23,West Indies,normal,42,,KA Pollard,West Indies,Australia,Australia,field,GO Brathwaite,SK Tarapore,"Beausejour Stadium, Gros Islet"
1194,2012,2012-07-01,India,normal,,5,M Raj,England,India,England,bat,NGB Cook,SJ O'Shaughnessy,Lord's
1195,2012,2012-07-04,India,normal,14,,A Sharma,England,India,England,field,PK Baldwin,P Willey,County Ground
1196,2012,2012-07-05,England,normal,,3,M Raj,England,India,England,field,PK Baldwin,P Willey,County Ground
1197,2012,2012-07-11,England,normal,29,,GA Elwiss,England,India,England,field,NL Bainton,DJ Millns,Sir Paul Getty's Ground
1198,2012,2012-02-18,Kenya,normal,,7,T Mishra,Kenya,Ireland,Ireland,bat,D Odhiambo,RB Tiffin,Mombasa Sports Club Ground
1199,2012,2012-02-20,Ireland,normal,117,,EC Joyce,Kenya,Ireland,Ireland,bat,S George,RB Tiffin,Mombasa Sports Club Ground
1200,2012,2012-03-29,Netherlands,normal,,9,NA,Afghanistan,Netherlands,Afghanistan,bat,CB Gaffaney,Sarika Prasad,Sharjah Cricket Stadium
1201,2012,2012-02-10,Pakistan,normal,,7,Shahid Afridi,Afghanistan,Pakistan,Afghanistan,bat,Shozab Raza,SJA Taufel,Sharjah Cricket Stadium
1202,2012,2012-07-05,Ireland,normal,59,,NA,Ireland,Afghanistan,Afghanistan,field,S George,RP Smith,Clontarf Cricket Club Ground
1203,2012,2012-07-05,West Indies,normal,,9,AD Russell,West Indies,New Zealand,West Indies,field,RA Kettleborough,PJ Nero,"Sabina Park, Kingston"
1204,2012,2012-07-07,West Indies,normal,55,,MN Samuels,West Indies,New Zealand,New Zealand,field,GO Brathwaite,RK Illingworth,"Sabina Park, Kingston"
1205,2012,2012-07-11,New Zealand,normal,88,,RJ Nicol,West Indies,New Zealand,West Indies,field,RA Kettleborough,JS Wilson,"Warner Park, Basseterre"
1206,2012,2012-07-14,West Indies,normal,24,,SP Narine,West Indies,New Zealand,West Indies,bat,RK Illingworth,PJ Nero,"Warner Park, Basseterre"
1207,2012,2012-07-16,West Indies,normal,20,,SP Narine,West Indies,New Zealand,West Indies,bat,RA Kettleborough,JS Wilson,"Warner Park, Basseterre"
1208,2012,2012-06-07,Pakistan,normal,,6,Umar Gul,Sri Lanka,Pakistan,Sri Lanka,bat,REJ Martinesz,PR Reiffel,Pallekele International Cricket Stadium
1209,2012,2012-06-09,Sri Lanka,normal,76,,NLTC Perera,Sri Lanka,Pakistan,Sri Lanka,bat,RSA Palliyaguruge,PR Reiffel,Pallekele International Cricket Stadium
1210,2012,2012-06-13,NA,no result,,,NA,Sri Lanka,Pakistan,Pakistan,bat,EAR de Silva,PR Reiffel,R Premadasa Stadium
1211,2012,2012-06-16,Sri Lanka,normal,44,,NLTC Perera,Sri Lanka,Pakistan,Sri Lanka,bat,REJ Martinesz,PR Reiffel,R Premadasa Stadium
1212,2012,2012-06-18,Sri Lanka,normal,,2,AD Mathews,Sri Lanka,Pakistan,Pakistan,bat,REJ Martinesz,PR Reiffel,R Premadasa Stadium
1213,2012,2012-07-21,India,normal,21,,V Kohli,Sri Lanka,India,India,bat,REJ Martinesz,BNJ Oxenford,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
1214,2012,2012-07-24,Sri Lanka,normal,,9,NLTC Perera,Sri Lanka,India,India,bat,BNJ Oxenford,RSA Palliyaguruge,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
1215,2012,2012-07-28,India,normal,,5,SK Raina,Sri Lanka,India,Sri Lanka,bat,HDPK Dharmasena,BNJ Oxenford,R Premadasa Stadium
1216,2012,2012-07-31,India,normal,,6,V Kohli,Sri Lanka,India,Sri Lanka,bat,HDPK Dharmasena,BNJ Oxenford,R Premadasa Stadium
1217,2012,2012-08-04,India,normal,20,,IK Pathan,Sri Lanka,India,India,bat,BNJ Oxenford,TH Wijewardene,Pallekele International Cricket Stadium
1218,2013,2013-01-11,England,normal,9,,JC Tredwell,India,England,England,bat,SJ Davis,S Ravi,Saurashtra Cricket Association Stadium
1219,2013,2013-01-15,India,normal,127,,RA Jadeja,India,England,India,bat,SJ Davis,VA Kulkarni,Nehru Stadium
1220,2013,2013-01-19,India,normal,,7,V Kohli,India,England,India,field,SJ Davis,S Ravi,JSCA International Stadium Complex
1221,2013,2013-01-23,India,normal,,5,SK Raina,India,England,India,field,S Asnani,SJ Davis,"Punjab Cricket Association Stadium, Mohali"
